	input	category	prediction
81	The boy on a towel gave the frog the cake on a booklet .	obj_pp_to_subj_pp	* boy ( 12 ) ; * towel ( 34 ) ; frog ( 19 ) ; cake ( 27 ) ; * booklet ( 45 ) ; nmod . on ( 12 , 34 ) AND give ( 56 ) AND agent ( 56 , 12 ) AND recipient ( 56 , 19 ) AND theme ( 56 , 27 ) AND nmod . on ( 27 , 45 )
82	The bird in a box was awarded a ball by the girl beside the machine .	obj_pp_to_subj_pp	* bird ( 12 ) ; * box ( 8 ) ; ball ( 27 ) ; girl ( 34 ) ; * machine ( 19 ) ; nmod . in ( 12 , 8 ) AND award ( 45 ) AND theme ( 45 , 27 ) AND recipient ( 45 , 12 ) AND agent ( 45 , 34 ) AND nmod . beside ( 34 , 19 )
83	A producer on a table was given the pumpkin beside a cabinet .	obj_pp_to_subj_pp	producer ( 12 ) ; * table ( 8 ) ; pumpkin ( 27 ) ; * cabinet ( 19 ) ; nmod . on ( 12 , 8 ) AND give ( 34 ) AND theme ( 34 , 27 ) AND recipient ( 34 , 12 ) AND nmod . beside ( 27 , 19 )
84	The friend in a house beside a stage needed to sneeze .	obj_pp_to_subj_pp	* friend ( 12 ) ; * house ( 34 ) ; * stage ( 45 ) ; need ( 23 ) AND agent ( 23 , 12 ) AND ccomp ( 23 , 19 ) AND sneeze ( 19 ) AND nmod . in ( 12 , 34 ) AND nmod . beside ( 12 , 45 )
85	The cake on the bed was rolled by the girl in a tin .	obj_pp_to_subj_pp	* cake ( 12 ) ; * bed ( 34 ) ; girl ( 27 ) ; * tin ( 45 ) ; nmod . on ( 12 , 34 ) AND roll ( 19 ) AND theme ( 19 , 12 ) AND agent ( 19 , 27 ) AND nmod . in ( 27 , 45 )
86	The boy in a bush liked Ryan .	obj_pp_to_subj_pp	* boy ( 12 ) ; Ryan ( 25 ) ; * bush ( 30 ) ; nmod . in ( 12 , 30 ) AND like ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
87	The basket on the keyboard was eaten .	obj_pp_to_subj_pp	* basket ( 29 ) ; * keyboard ( 12 ) ; nmod . on ( 29 , 12 ) AND eat ( 45 ) AND theme ( 45 , 29 )
88	The chief beside the skull rolled Grace .	obj_pp_to_subj_pp	* chief ( 12 ) ; * skull ( 27 ) ; Grace ( 34 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . beside ( 12 , 27 )
89	The duck beside a table was served the flag .	obj_pp_to_subj_pp	* duck ( 29 ) ; * table ( 12 ) ; flag ( 34 ) ; nmod . beside ( 29 , 12 ) AND serve ( 18 ) AND theme ( 18 , 34 ) AND recipient ( 18 , 29 )
90	The moose on the computer liked James .	obj_pp_to_subj_pp	* moose ( 12 ) ; * computer ( 34 ) ; James ( 45 ) ; like ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 45 ) AND nmod . on ( 12 , 34 )
91	The boy beside a yacht cleaned .	obj_pp_to_subj_pp	* boy ( 12 ) ; * yacht ( 34 ) ; clean ( 19 ) AND agent ( 19 , 12 ) AND nmod . beside ( 12 , 34 )
92	A cat on the computer noticed that the teacher beside the book valued the boy .	obj_pp_to_subj_pp	cat ( 12 ) ; computer ( 15 ) ; teacher ( 27 ) ; book ( 34 ) ; boy ( 40 ) ; notice ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND value ( 18 ) AND agent ( 18 , 27 ) AND theme ( 18 , 40 ) AND nmod . on ( 12 , 15 ) AND nmod . beside ( 27 , 34 )
93	The cake on a bed was rolled .	obj_pp_to_subj_pp	* cake ( 12 ) ; * bed ( 34 ) ; nmod . on ( 12 , 34 ) AND roll ( 19 ) AND theme ( 19 , 12 )
94	The cookie beside a bed was disintegrated by a father in the cupboard .	obj_pp_to_subj_pp	* cookie ( 29 ) ; * bed ( 12 ) ; father ( 34 ) ; * cupboard ( 18 ) ; nmod . beside ( 29 , 12 ) AND disintegrate ( 25 ) AND theme ( 25 , 29 ) AND agent ( 25 , 34 ) AND nmod . in ( 34 , 18 )
95	A rose beside a table was eaten by a king in the house .	obj_pp_to_subj_pp	* rose ( 29 ) ; * table ( 12 ) ; king ( 45 ) ; * house ( 38 ) ; nmod . beside ( 29 , 12 ) AND eat ( 27 ) AND theme ( 27 , 29 ) AND agent ( 27 , 45 ) AND nmod . in ( 29 , 38 )
96	The cake in the room was seen .	obj_pp_to_subj_pp	* cake ( 12 ) ; * room ( 34 ) ; see ( 19 ) AND theme ( 19 , 12 ) AND nmod . in ( 12 , 34 )
97	A girl in the house forwarded Victoria a gumball in the shoe .	obj_pp_to_subj_pp	girl ( 12 ) ; * house ( 34 ) ; Victoria ( 25 ) ; gumball ( 19 ) ; * shoe ( 40 ) ; nmod . in ( 12 , 34 ) AND forward ( 27 ) AND agent ( 27 , 12 ) AND recipient ( 27 , 25 ) AND theme ( 27 , 19 ) AND nmod . in ( 19 , 40 )
98	The raisin beside the table was valued by a bear beside a stage .	obj_pp_to_subj_pp	* raisin ( 12 ) ; * table ( 27 ) ; bear ( 34 ) ; * stage ( 19 ) ; nmod . beside ( 12 , 27 ) AND nmod . beside ( 34 , 19 ) AND value ( 5 ) AND theme ( 5 , 12 ) AND agent ( 5 , 34 )
99	A horse in the house was given the hammer beside a bed .	obj_pp_to_subj_pp	* horse ( 29 ) ; * house ( 12 ) ; hammer ( 36 ) ; * bed ( 45 ) ; nmod . in ( 29 , 12 ) AND nmod . beside ( 36 , 45 ) AND give ( 18 ) AND theme ( 18 , 36 ) AND recipient ( 18 , 29 )
100	A cockroach cleaned the cookie on a sock .	obj_to_subj_common	cockroach ( 12 ) ; cookie ( 25 ) ; * sock ( 34 ) ; nmod . on ( 25 , 34 ) AND clean ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
101	The cockroach slid a guest .	obj_to_subj_common	* cockroach ( 29 ) ; guest ( 12 ) ; slide ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
102	The cockroach lended the girl the cake .	obj_to_subj_common	cockroach ( 12 ) ; girl ( 25 ) ; cake ( 30 ) ; lend ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
103	A cockroach burned the sandwich .	obj_to_subj_common	cockroach ( 12 ) ; sandwich ( 25 ) ; burn ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
104	The cockroach lended the child a cake .	obj_to_subj_common	cockroach ( 12 ) ; child ( 25 ) ; cake ( 30 ) ; lend ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
105	The cockroach split Isabella .	obj_to_subj_common	* cockroach ( 29 ) ; Isabella ( 12 ) ; split ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
106	A cockroach fed the girl the cake .	obj_to_subj_common	cockroach ( 12 ) ; girl ( 34 ) ; cake ( 25 ) ; feed ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 25 )
107	William hoped that a cockroach ate .	obj_to_subj_common	William ( 12 ) ; cockroach ( 27 ) ; eat ( 34 ) AND agent ( 34 , 27 ) AND hope ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 34 )
108	A cockroach observed .	obj_to_subj_common	cockroach ( 12 ) ; observe ( 9 ) AND agent ( 9 , 12 )
109	The cockroach passed a judge the donut on the stage .	obj_to_subj_common	cockroach ( 12 ) ; judge ( 34 ) ; * donut ( 19 ) ; * stage ( 27 ) ; nmod . on ( 19 , 27 ) AND pass ( 5 ) AND agent ( 5 , 12 ) AND recipient ( 5 , 34 ) AND theme ( 5 , 19 )
110	A girl hoped that the cockroach gave a cake beside the bed to a cat .	obj_to_subj_common	A girl ( 12 ) ; cockroach ( 25 ) ; cake ( 30 ) ; cat ( 18 ) ; bed ( 40 ) ; * give ( 44 ) ; nmod . beside ( 30 , 40 ) AND hope ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 44 ) AND recipient ( 44 , 18 ) AND theme ( 44 , 30 )
111	A cockroach liked the cake .	obj_to_subj_common	cockroach ( 12 ) ; cake ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
112	The cockroach lended Charlotte the cookie .	obj_to_subj_common	cockroach ( 12 ) ; Charlotte ( 25 ) ; cookie ( 30 ) ; lend ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
113	The cockroach passed Emma a cake .	obj_to_subj_common	cockroach ( 12 ) ; Emma ( 34 ) ; cake ( 25 ) ; pass ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 25 )
114	The cockroach studied .	obj_to_subj_common	* cockroach ( 12 ) ; study ( 5 ) AND agent ( 5 , 12 )
115	A cockroach painted Lucas .	obj_to_subj_common	cockroach ( 12 ) ; Lucas ( 34 ) ; paint ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
116	Nora said that the cockroach painted the box on a table .	obj_to_subj_common	Nora ( 12 ) ; * cockroach ( 27 ) ; * box ( 34 ) ; table ( 40 ) ; nmod . on ( 34 , 40 ) ; paint ( 19 ) AND agent ( 19 , 27 ) AND theme ( 19 , 34 ) AND ccomp ( 12 , 19 ) AND say ( 12 ) AND agent ( 12 , 12 )
117	Emma liked that the cockroach ate .	obj_to_subj_common	Emma ( 10 ) ; cockroach ( 22 ) ; like ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 27 ) AND eat ( 27 ) AND agent ( 27 , 22 )
118	A cockroach liked a strawberry on the mattress .	obj_to_subj_common	cockroach ( 12 ) ; strawberry ( 25 ) ; * mattress ( 34 ) ; nmod . on ( 25 , 34 ) AND like ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
119	The girl said that the cockroach dreamed to read .	obj_to_subj_common	The girl ( 22 ) ; cockroach ( 18 ) ; read ( 30 ) ; dream ( 27 ) ; say ( 14 ) AND agent ( 14 , 22 ) AND ccomp ( 14 , 50 ) AND dream ( 50 ) AND theme ( 50 , 18 ) AND ccomp ( 50 , 30 )
120	Charlie offered a flag beside a trophy to Liam .	obj_to_subj_proper	Charlie ( 12 ) ; flag ( 25 ) ; trophy ( 30 ) ; Liam ( 43 ) ; offer ( 19 ) AND theme ( 19 , 25 ) AND recipient ( 19 , 43 ) AND nmod . beside ( 25 , 30 ) AND agent ( 19 , 12 )
121	Charlie studied a shell in the house .	obj_to_subj_proper	Charlie ( 12 ) ; shell ( 25 ) ; * house ( 34 ) ; nmod . in ( 25 , 34 ) AND study ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
122	Charlie rolled the doll .	obj_to_subj_proper	Charlie ( 29 ) ; * doll ( 12 ) ; roll ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
123	Charlie helped a donut on the table .	obj_to_subj_proper	Charlie ( 12 ) ; * donut ( 27 ) ; * table ( 34 ) ; nmod . on ( 27 , 34 ) AND help ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 )
124	Charlie ate the cookie on a table .	obj_to_subj_proper	Charlie ( 12 ) ; cookie ( 25 ) ; * table ( 30 ) ; nmod . on ( 25 , 30 ) AND eat ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
125	Charlie gave the cake on a seat to the girl .	obj_to_subj_proper	Charlie ( 12 ) ; cake ( 25 ) ; seat ( 30 ) ; girl ( 18 ) ; * on ( 25 , 30 ) ; give ( 44 ) AND theme ( 44 , 25 ) AND recipient ( 44 , 18 ) AND agent ( 44 , 12 )
126	Charlie inflated Lily .	obj_to_subj_proper	Charlie ( 12 ) ; Lily ( 25 ) ; inflate ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
127	Charlie gave a cookie to a girl .	obj_to_subj_proper	Charlie ( 12 ) ; cookie ( 25 ) ; girl ( 30 ) ; give ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )
128	Charlie ate the girl on a stage .	obj_to_subj_proper	Charlie ( 12 ) ; girl ( 25 ) ; * stage ( 34 ) ; eat ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 ) AND nmod . on ( 25 , 34 )
129	Charlie offered Savannah the cake on a bed .	obj_to_subj_proper	Charlie ( 12 ) ; Savannah ( 25 ) ; cake ( 30 ) ; * bed ( 18 ) ; nmod . on ( 30 , 18 ) AND offer ( 14 ) AND theme ( 14 , 30 ) AND recipient ( 14 , 25 ) AND agent ( 14 , 12 )
130	Charlie rolled Isabella .	obj_to_subj_proper	Charlie ( 12 ) ; Isabella ( 25 ) ; roll ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
131	Charlie liked Harper .	obj_to_subj_proper	Charlie ( 12 ) ; Harper ( 5 ) ; like ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 5 )
132	Charlie liked the crystal in a car .	obj_to_subj_proper	Charlie ( 12 ) ; crystal ( 25 ) ; * car ( 30 ) ; like ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND nmod . in ( 25 , 30 )
133	Charlie fed the zebra the nail .	obj_to_subj_proper	Charlie ( 12 ) ; zebra ( 27 ) ; nail ( 34 ) ; feed ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 27 ) AND theme ( 19 , 34 )
134	Charlie gave the puppy the chemical .	obj_to_subj_proper	Charlie ( 12 ) ; puppy ( 20 ) ; chemical ( 34 ) ; give ( 15 ) AND agent ( 15 , 12 ) AND recipient ( 15 , 20 ) AND theme ( 15 , 34 )
135	Thomas said that Charlie ate the cookie .	obj_to_subj_proper	Thomas ( 12 ) ; Charlie ( 25 ) ; cookie ( 30 ) ; say ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 22 ) AND eat ( 22 ) AND agent ( 22 , 25 ) AND theme ( 22 , 30 )
136	Charlie inflated the cake on a table .	obj_to_subj_proper	Charlie ( 12 ) ; cake ( 25 ) ; * table ( 18 ) ; nmod . on ( 25 , 18 ) AND inflate ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
137	Charlie sketched the girl in the car .	obj_to_subj_proper	Charlie ( 12 ) ; * girl ( 25 ) ; * car ( 30 ) ; sketch ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND nmod . in ( 25 , 30 )
138	Charlie painted a girl beside a table .	obj_to_subj_proper	Charlie ( 12 ) ; girl ( 25 ) ; * table ( 38 ) ; nmod . beside ( 25 , 38 ) AND paint ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
139	Charlie helped a cake beside a beast .	obj_to_subj_proper	Charlie ( 12 ) ; cake ( 29 ) ; * beast ( 45 ) ; help ( 33 ) AND agent ( 33 , 12 ) AND theme ( 33 , 29 ) AND nmod . beside ( 29 , 45 )
140	A coach liked that the cobra rolled .	only_seen_as_transitive_subj_as_unacc_subj	coach ( 12 ) ; cobra ( 29 ) ; roll ( 45 ) ; like ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 18 ) AND roll ( 18 ) AND theme ( 18 , 29 )
141	Emma declared that a cobra split .	only_seen_as_transitive_subj_as_unacc_subj	Emma ( 10 ) ; cobra ( 22 ) ; split ( 34 ) ; declare ( 15 ) AND agent ( 15 , 10 ) AND ccomp ( 15 , 34 ) AND theme ( 34 , 22 )
142	Lily wished that the cobra floated .	only_seen_as_transitive_subj_as_unacc_subj	Lily ( 12 ) ; cobra ( 29 ) ; wish ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND float ( 18 ) AND theme ( 18 , 29 )
143	Amelia supported that the cobra rolled .	only_seen_as_transitive_subj_as_unacc_subj	Amelia ( 12 ) ; cobra ( 29 ) ; roll ( 45 ) AND support ( 6 ) AND agent ( 6 , 12 ) AND ccomp ( 6 , 27 ) AND theme ( 27 , 29 )
144	Emily confessed that a cobra burned .	only_seen_as_transitive_subj_as_unacc_subj	Emily ( 12 ) ; cobra ( 29 ) ; burn ( 34 ) AND confess ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND burn ( 18 ) AND theme ( 18 , 29 )
145	The dog tolerated that the cobra rolled .	only_seen_as_transitive_subj_as_unacc_subj	* dog ( 12 ) ; cobra ( 29 ) ; roll ( 45 ) ; tolerate ( 6 ) AND agent ( 6 , 12 ) AND ccomp ( 6 , 18 ) AND theme ( 18 , 45 ) AND agent ( 45 , 29 )
146	Ella dreamed that the cobra slid .	only_seen_as_transitive_subj_as_unacc_subj	Ella ( 12 ) ; cobra ( 29 ) ; slide ( 45 ) AND agent ( 45 , 29 ) AND ccomp ( 12 , 45 ) AND dream ( 12 ) AND agent ( 12 , 12 )
147	A girl respected that the cobra rolled .	only_seen_as_transitive_subj_as_unacc_subj	A girl ( 12 ) ; cobra ( 25 ) ; roll ( 34 ) AND agent ( 34 , 25 ) AND ccomp ( 12 , 34 ) AND respect ( 18 ) AND agent ( 18 , 12 )
148	Elijah wished that the cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	Elijah ( 44 ) ; cobra ( 12 ) ; wish ( 27 ) AND agent ( 27 , 44 ) AND ccomp ( 27 , 36 ) AND freeze ( 36 ) AND theme ( 36 , 12 )
149	A governor believed that a cobra burned .	only_seen_as_transitive_subj_as_unacc_subj	governor ( 12 ) ; cobra ( 25 ) ; believe ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND burn ( 40 ) AND theme ( 40 , 25 )
150	The coach liked that the cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	"Sentence: The coach liked that the cobra froze .
Logical Form: coach ( 12 ) ; cobra ( 27 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND freeze ( 40 ) AND agent ( 40 , 27 )"
151	The girl liked that a cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	The girl ( 22 ) ; cobra ( 19 ) ; like ( 33 ) AND agent ( 33 , 22 ) AND ccomp ( 33 , 40 ) AND freeze ( 40 ) AND agent ( 40 , 19 )
152	A cobra burned .	only_seen_as_transitive_subj_as_unacc_subj	cobra ( 12 ) ; burn ( 9 ) AND theme ( 9 , 12 )
153	Olivia hoped that a cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	Olivia ( 12 ) ; cobra ( 29 ) ; freeze ( 34 ) AND hope ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 34 )
154	A girl liked that a cobra burned .	only_seen_as_transitive_subj_as_unacc_subj	girl ( 12 ) ; cobra ( 29 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND burn ( 40 ) AND theme ( 40 , 29 )
155	Savannah liked that a cobra burned .	only_seen_as_transitive_subj_as_unacc_subj	Savannah ( 12 ) ; cobra ( 28 ) ; like ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND burn ( 18 ) AND theme ( 18 , 28 )
156	Emma admired that a cobra decomposed .	only_seen_as_transitive_subj_as_unacc_subj	Emma ( 10 ) ; cobra ( 22 ) ; admire ( 15 ) AND agent ( 15 , 10 ) AND ccomp ( 15 , 27 ) AND decompose ( 27 ) AND theme ( 27 , 22 )
157	Emma said that a cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	Emma ( 10 ) ; cobra ( 22 ) ; freeze ( 34 ) AND agent ( 34 , 10 ) AND ccomp ( 10 , 27 ) AND theme ( 34 , 22 )
158	A girl supported that a cobra collapsed .	only_seen_as_transitive_subj_as_unacc_subj	A girl ( 12 ) ; cobra ( 29 ) ; support ( 45 ) AND agent ( 45 , 12 ) AND ccomp ( 45 , 50 ) AND collapse ( 50 ) AND theme ( 50 , 29 )
159	Liam noticed that a cobra froze .	only_seen_as_transitive_subj_as_unacc_subj	Liam ( 12 ) ; cobra ( 27 ) ; notice ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 45 ) AND freeze ( 45 ) AND theme ( 45 , 27 )
160	Claire hoped that the hippo drew .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Claire ( 12 ) ; hippo ( 29 ) ; draw ( 45 ) AND hope ( 3 ) AND agent ( 3 , 12 ) AND ccomp ( 3 , 45 )
161	A girl said that the hippo sketched .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	A girl ( 12 ) ; hippo ( 25 ) ; sketch ( 34 ) ; say ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND sketch ( 27 ) AND agent ( 27 , 25 )
162	A baby hoped that a hippo sketched .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	baby ( 12 ) ; hippo ( 34 ) ; sketch ( 27 ) ; hope ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 27 )
163	The cat liked that a hippo called .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	cat ( 12 ) ; hippo ( 29 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND call ( 40 ) AND agent ( 40 , 29 )
164	A puppy noticed that a hippo painted .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	puppy ( 12 ) ; hippo ( 27 ) ; paint ( 34 ) ; notice ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 28 ) AND paint ( 28 ) AND agent ( 28 , 27 )
165	The hero imagined that a hippo cooked .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	hero ( 29 ) ; hippo ( 12 ) ; imagine ( 45 ) AND agent ( 45 , 29 ) AND ccomp ( 45 , 36 ) AND cook ( 36 )
166	Emma admired that a hippo packed .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Emma ( 10 ) ; hippo ( 22 ) ; admire ( 5 ) AND agent ( 5 , 10 ) AND ccomp ( 5 , 12 ) AND pack ( 12 ) AND agent ( 12 , 22 )
167	The journalist believed that the hippo ate .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	journalist ( 12 ) ; hippo ( 27 ) ; eat ( 34 ) AND agent ( 34 , 27 ) AND believe ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 34 )
168	The child hoped that the hippo investigated .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	The child ( 12 ) ; hippo ( 27 ) ; hope ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 45 ) AND investigate ( 45 ) AND agent ( 45 , 27 )
169	The teacher liked that a hippo ate .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	"Sentence: The teacher liked that a hippo ate .
Logical Form: teacher ( 12 ) ; hippo ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND eat ( 40 ) AND agent ( 40 , 25 )"
170	Mia wished that the hippo ate .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Mia ( 12 ) ; hippo ( 27 ) ; eat ( 34 ) AND wish ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 34 )
171	Olivia dreamed that the hippo ate .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Olivia ( 12 ) ; hippo ( 29 ) ; eat ( 44 ) AND agent ( 44 , 29 ) AND ccomp ( 12 , 44 ) AND dream ( 12 ) AND agent ( 12 , 12 )
172	The boy noticed that a hippo painted .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	The boy ( 12 ) ; hippo ( 25 ) ; notice ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 40 ) AND paint ( 40 ) AND agent ( 40 , 25 )
173	A hippo juggled .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	hippo ( 29 ) ; juggle ( 12 ) AND agent ( 12 , 29 )
174	The boy admired that a hippo ate .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	The boy ( 12 ) ; hippo ( 25 ) ; eat ( 30 ) AND agent ( 30 , 25 ) AND ccomp ( 12 , 30 ) AND admire ( 12 , 12 )
175	Isabella confessed that a hippo painted .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Isabella ( 29 ) ; hippo ( 12 ) ; paint ( 45 ) AND agent ( 45 , 12 ) AND ccomp ( 29 , 45 ) AND confess ( 29 ) AND agent ( 29 , 29 )
176	Mia said that a hippo packed .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Mia ( 12 ) ; hippo ( 29 ) ; pack ( 34 ) AND agent ( 34 , 29 ) AND say ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 34 )
177	Emma liked that a hippo noticed .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Emma ( 10 ) ; hippo ( 22 ) ; like ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 15 ) AND notice ( 15 ) AND agent ( 15 , 22 )
178	Noah liked that Liam meant that the hippo packed .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	Noah ( 12 ) ; Liam ( 34 ) ; hippo ( 27 ) ; like ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 22 ) AND mean ( 22 ) AND agent ( 22 , 34 ) AND ccomp ( 22 , 29 ) AND pack ( 29 ) AND agent ( 29 , 27 )
179	A bird liked that a hippo nursed .	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj	bird ( 12 ) ; hippo ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 45 ) AND nurse ( 45 ) AND agent ( 45 , 25 )
180	Liam liked that the hippo walked .	only_seen_as_unacc_subj_as_unerg_subj	Liam ( 12 ) ; hippo ( 25 ) ; walk ( 34 ) ; like ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 20 ) AND walk ( 20 ) AND theme ( 20 , 25 )
181	A girl proved that a hippo stuttered .	only_seen_as_unacc_subj_as_unerg_subj	A girl ( 12 ) ; hippo ( 25 ) ; stutter ( 30 ) ; prove ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 24 ) AND stutter ( 24 ) AND theme ( 24 , 25 )
182	A boy noticed that the hippo talked .	only_seen_as_unacc_subj_as_unerg_subj	A boy ( 12 ) ; hippo ( 25 ) ; talk ( 30 ) ; notice ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 24 ) AND talk ( 24 ) AND agent ( 24 , 25 )
183	Emma supported that the hippo talked .	only_seen_as_unacc_subj_as_unerg_subj	Emma ( 10 ) ; hippo ( 22 ) ; talk ( 34 ) AND support ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 27 ) AND talk ( 27 ) AND agent ( 27 , 22 )
184	A girl valued that the hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	A girl ( 12 ) ; hippo ( 25 ) ; value ( 30 ) AND agent ( 30 , 12 ) AND ccomp ( 30 , 18 ) AND sleep ( 18 ) AND theme ( 18 , 25 )
185	Isabella proved that a hippo sneezed .	only_seen_as_unacc_subj_as_unerg_subj	Isabella ( 29 ) ; hippo ( 12 ) ; sneeze ( 45 ) ; prove ( 36 ) AND agent ( 36 , 29 ) AND ccomp ( 36 , 42 ) AND sneeze ( 42 ) AND agent ( 42 , 12 )
186	Olivia liked that a hippo screamed .	only_seen_as_unacc_subj_as_unerg_subj	Olivia ( 12 ) ; hippo ( 29 ) ; scream ( 45 ) AND like ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 50 ) AND scream ( 50 ) AND theme ( 50 , 29 )
187	A professor believed that a hippo cried .	only_seen_as_unacc_subj_as_unerg_subj	A professor ( 12 ) ; hippo ( 29 ) ; cry ( 45 ) ; believe ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 20 ) AND cry ( 20 ) AND theme ( 20 , 29 )
